bloco;layout;col_b_raw;brand;category;descricao;rg;codigo_fabrica;status;tabela_bruta;multipl_desconto;custo;VENDA_DIRETA_MS;MS_DDOS;MS_DDOS_PRAZO;MS_ANDREI;SP_SP;SP_OUTROS;SP_RJ_MG_SUL;SP_MONTAGEM;OUTROS_ES;MG_RJ_SUL;DOURADOS_MS;flags
B2_MS;B;TERRACEADOR;;TERRACEADOR;TCL 20X26 - 140 CV;37229;120810012;;106087;0.4505;45494;;65966.3;72990;64601.479999999996;59597.14;60961.96;62781.72;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;TCL 22X26 - 150 CV;37707;120810007;;108989;0.4505;46737;;67768.65;74990;66366.54000000001;61225.47;62627.58;64497.06;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;TCL 24X26 - 160 cv;37759;120810013;;112592;0.4505;48283;;70010.35;72810.76400000001;68561.86;63250.729999999996;64699.22;66630.54000000001;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;TC 30 E 30X26 - 190 CV  (TERRAÇO EMBUTIDO);37978;120140058;;307173;0.4505;131725;;192990;209990;188900;173900;178900;183900;;;;;PRECO_MANUAL
B2_MS;B;TERRACEADOR;;TERRACEADOR;TC2 30X28 - 210 CV;50480;120140062;;308425;0.4505;132262;;193990;201749.6;189900;174900;179900;184900;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;TC2 34X28 – 230 CV;36113;120140063;;316087;0.4505;135548;;197990;205909.6;193900;178900;183900;189900;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;"TC2 40X28X6,00 MM  – 320 CV - ABERTURA HIDRAULICA";41299;120140059;;380089;0.4505;162993;;238990;248549.6;233900;214900;219900;227900;;;;;
B2_MS;B;TERRACEADOR;;TERRACEADOR;"TC2 48X28X6,00 MM  – 370 CV - ABERTURA HIDRÁULICA";44687;120140064;;431832;0.4505;185183;;269990;280789.60000000003;263900;243900;249900;256900;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 28X20 - 170 MM ""DM"" SEM PNEUS – 70 CV";52007;102130549;;29319;0.4505;12580;;18990;19749.600000000002;18300;16900;17500;17900;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 32X20 - 170 MM ""DM"" SEM PNEUS";51679;102130558;SALDÃO;33697;0.4505;14570;;19990;24950;20900;19500;19900;20500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 32X22 - 170 MM ""DM"" SEM PNEUS  - 75 CV";51123;102130560;;35071;0.4505;15040;;21990;25400;21500;19900;20500;20900;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 36X20 - 170 MM ""GRAXA"" SEM PNEUS S/ PISTÃO – 80 CV";49658;102130563;;34320;0.4505;15461.16;;22418.682;25990;21954.8472;20254.119599999998;20717.954400000002;21336.4008;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 36X20 - 170 MM ""DM"" SEM PNEUS – 80 CV";49658;102130564;;36006;0.4505;15440;;22500;;21900;20500;20900;21500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 36X20 - 170 MM ""DM"" SEM PNEUS  **COM PISTÃO ABERT**";53511;102130573;;41126;0.4505;17640;;25990;;24900;23500;23900;24500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 36X22 - 170 MM ""DM"" SEM PNEUS - 80 CV";53515;102130567;;37424;0.4505;16050;;23590;;22900;21500;21900;22500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 36X22  - 170 MM ""DM"" SEM PNEUS - 80 CV **COM PISTÃO ABERT**";NT;102130635;;42170;;18080;;26990;;25900;23900;24500;24900;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;GNCR-S 36X22 - CONTROLE REMOTO FIXA  - MT DMO 175 MM - 90 CV;51649;102490003;;73428;0.4505;31490;;45660.5;50990;44715.8;41251.9;42196.6;43456.2;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GNCR-S 40X22 - CONTROLE REMOTO FIXA - MT DMO 175 MM - 110 CV;53577;102490004;;82193;0.4505;35240;;51098;;50040.8;46164.4;47221.6;48631.2;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNL 42X20 - 170 MM  ""DM"" DISCOS MISTOS  – 90 CV";35454;102130569;;40833;;17510;;25500;;24900;22900;23500;24500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;GNCR-S 44X22 - CONTROLE REMOTO FIXA - MT DMO 175 MM - 125 CV;35899;102490005;;84903;0.4505;36410;;52794.5;;51702.2;47697.1;48789.4;50245.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GNM 44X22 - INTEIRIÇA DM 195 MM C/ PNEUS C/ PISTÃO - 110 CV;38450;102120237;;79379;0.4505;34040;;49358;54990;48336.8;44592.4;45613.6;46975.2;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GN 44X22""X4,50 MM DR DM C/ PISTÃO ABERTURA - S/ PN - 195 MM";54087;102110281;;62434;;26320;;39590;;37900;34900;36500;37500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;GN 44X20 - ESPAÇ 195 MM MT DM S/ PISTÃO S/ PNEUS;53862;102110440;;57425;;24625;;35706.25;;34967.5;32258.75;32997.5;33982.5;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GN 48X20 - ESPAÇ 195 MM DR DM S/ PISTÃO S/ PNEUS;53861;102110238;;59481;;25505;;36982.25;;36217.1;33411.55;34176.7;35196.9;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNM 48X22X3,50MT DM  - INTEIRIÇA 195 C/ PNEUS C/ PISTÃO – 125 CV";38451;102120193;;80571;0.4505;33463;;48990;53990;47900;43900;44900;46500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;GNFM 48X22 - 195 MM PANT DM C/ PISTÃO E PNEUS;53582;102330246;;92516;;39673;;57525.850000000006;;56335.66;51971.63;53161.82;54748.74;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFM 52X22 - 195 MM DM PANT C/ PNEUS C/ PISTÃO - 140 CV;36440;120660091;;100879;0.4505;43260;;62727;68990;61429.2;56670.6;57968.4;59698.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GNM 52X22X3,50 MT DM - INTEIRIÇA 195 C/ PNEUS C/ PISTÃO – 130 CV";53326;102120199;;82257;0.4505;34676;;50990;;49500;46900;46900;48500;;;;;PRECO_MANUAL
B2_MS;B;NIVELADORA;;NIVELADORA;GNCR-S 52X22 - CONTROLE REMOTO FIXA - MT DMO 175 MM - 150 CV;35798;102490007;;93393;0.4505;40010;;58014.5;64990;56814.2;52413.1;53613.4;55213.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFM 56X22 - 195 MM DM MT PANT C/ PNEUS C/ PISTÃO - 150 CV;37784;120660070;;102177;0.4505;43810;;63524.5;66065.48;62210.2;57391.1;58705.4;60457.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GNCR-S 56X22 - CONTROLE REMOTO FIXA - MT DMO 175 MM - 180 CV;NT;102490008;;108477;;46519;;67990;;66056.98;60939.89;62335.46;65900;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;"GDCDH 56X22 - CONT REM ""ARTICULADA"" DMO - 180 CV";37169;120450029;;126825;0.4505;54380;;78851;82005.04000000001;77219.6;71237.8;72869.2;75044.4;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFM 60X22 - 195 MM DM DR PANT C/ PNEUS C/PISTÃO - 160 CV;38361;120660077;;105858;0.4505;45392;;65818.4;68451.136;64456.64;59463.520000000004;60825.28;62640.96;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 64X22 - 195 MM DM DR PANT C/ PNEUS  C/ PISTÃO - 170 CV;47972;1218000133;;148780;0.4505;63790;;92495.5;99900;90581.8;83564.9;85478.6;88030.2;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDMC 68X24 - INTEIRIÇA C/ PNEUS PISTÃO;53330;120900164;;142035;0.4505;60630;;87913.5;;86094.6;79425.3;81244.2;83669.4;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 72X22 - 195 MM DMO MT PANT C/ PNEU HID C/ PA 180 CV;50083;121800080;SD AND;153741;0.4505;65920;;95584;99407.36;90800;86355.2;88332.8;90969.6;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 72X24 - 195 MM DMO TODOS DISCOS RECORT PA 190 CV;51521;121800078;;158191;0.4505;67830;;98353.5;106990;96318.6;88857.3;90892.2;93605.4;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 84X22 - 195 MM DMO PANT MT C/ PNEU HID C/ PA 220 CV;45759;121800106;;175183;0.4505;75110;;108909.5;113265.88;106656.2;98394.1;100647.4;103651.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 84X24 - 195 MM DMO PANT MT C/ PNEU HID C/ PA - 230 CV;51614;121800105;SD AND;181250;0.4505;77710;;112679.5;122700;107100;101800.1;104131.4;107239.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;GDFH 108X24 - 195 MM DMO PANT C/ PNEUS HID C/ PA - 280 A 320;53228;121800159;;248075;0.4505;106360;;154222;;151031.2;139331.6;142522.4;146776.8;;;;;
B2_MS;B;NIVELADORA;;NIVELADORA;SNC-P 108X22 -  CONTR REMOTO ARTICULADA - 300 CV;42759;120090089;;376488;0.4505;161430;;234073.5;247990;229230.59999999998;211473.3;216316.2;222773.4;;;;;
B2_MS;B;ARADORA 230;;ARADORA 230;"ATCRL 14X26”X6,00 - 230 MM DM 1.1/2"" PN 600X16” – 85 CV";40871;102440190;;56135;0.4505;24070;;48936.3;247990;34179.4;31531.7;32253.8;33900;;;;;
B2_MS;B;ARADORA 230;;ARADORA 230;"ATCRL 14X26”X6,00 - 230 MM CM (A GRAXA) 1.1/2"" PN 600X16” 85 CV";53735;102440495;;55319;;23720;;34394;;33682.4;31073.2;31784.8;32733.6;;;;;
B2_MS;B;ARADORA 230;;ARADORA 230;"ATCRL 16X26""X6,00 - 230 MM DMO 1.1/2' PN 600X16"" - 90 CV";53442;102440672;;62003;0.4505;26590;;38555.5;39990;37757.8;34832.9;35630.6;36694.2;;;;;
B2_MS;B;ARADORA 230;;ARADORA 230;"ATCRL 18X26""X6,00 - 230 MM DMO 1.1/2"" PN 750X16 - 105 CV";53336;102440673;;67612;0.4505;28990;;42035.5;44990;41165.8;37976.9;38846.6;40006.2;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICR PESADA 14X28”X6,00 - 270 MM PNEUS 600X16” – 95 CV";35809;102260116;;62946;0.4505;26990;;39135.5;43990;38325.8;35356.9;36166.6;37246.2;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICRL 14X28""X6,00 - 270 MM PNEUS 600X16 - 90 CV";53438;102260869;;60337;0.4505;25436;;37990;;36300;33400;34200;36800;;;;;PRECO_MANUAL
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICRL 16X28”X6,00 - 270 MM PNEUS 600X16 – 100-110 CV";35411;102260500;;69406;0.4505;29259;;43590;45333.6;41900;38500;39500;42400;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICRL 18X28”X6,00 - 270 MM PNEUS 750X16” – 110-120 CV";35412;102260502;;75956;0.4505;32020;;46429;52990;45468.4;41946.2;42906.8;44187.6;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICRL 20X28""X6,00 - 270 MM PNEUS 750X16"" 120-130 CV";35446;102260518;;77641;0.4505;33290;;48940;53990;47271.8;43609.9;44608.6;45940.2;;;;;
B2_MS;B;INTERMEDIARIA;;INTERMEDIARIA;"GAICRL 22X28""X6,00 - 270 MM PNEUS 750X16"" 140-150 CV";39897;102260545;;80431;0.4505;34490;;50010.5;56100;48975.8;45181.9;46216.6;47596.2;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICRL 24X28”X6,00 - 270 MM PNEUS 750x16"" – 150-160 CV";35853;102260689;SALDÃO;83094;0.4505;35630;;51663.5;53730.04;50594.6;46675.3;47744.2;49900;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICR 28X28”X6,00 - 270 MM DM PN 750 x 16"" – 180 CV";35435;102260121;;96506;0.4505;40683;;58990.350000000006;61349.96400000001;57769.86;53294.729999999996;54515.22;56142.54;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"GAICR 30X28""X6,00 - 270 MM PNEUS 750X16"" - 200 CV";41872;102262406;SALDÃO;105183;0.4505;45100;;65395;74990;64042;59081;60434;62238;;;;;
B2_MS;B;INTERMEDIARIA;;INTERMEDIARIA;"GAICR 300 - 30X30""X7,50 - 300 MM 4 PNEUS - 220 CV";51369;102460309;;140274;0.4505;60140;;87203;96500;85398.8;78783.4;80587.6;82993.2;;;;;
B2_MS;B;INTERMEDIÁRIA;;INTERMEDIÁRIA;"SIC 32X28""X 6,00 - 270 MM DM - PNEUS 400/60 230 CV";37758;121140176;;156441;0.4505;68902;;99907.9;103904.216;97840.84;90261.62;92328.68;95084.76000000001;;;;;
B2_MS;B;INTERMEDIARIA;;INTERMEDIARIA;"SIC 36X28""X 7,50 - 270 MM - 1.5/8 DMO PNEUS 400/60 - 250 CV";36481;121140167;;173122;0.4505;74230;;107633.5;117990;105406.6;97241.3;99468.2;102437.4;;;;;
B2_MS;B;INTERMEDIARIA;;INTERMEDIARIA;"SIC 40X28""X 7,50 MM - 1.5/8"" DM PN 400/60";NT;121140119;;179819;;79588;;115402.6;;113014.95999999999;104260.28;106647.92;109831.44;;;;;
B2_MS;B;INTERMEDIARIA;;INTERMEDIARIA;"SAC 48X30""X 7,50 MM - 270 MM C/ PNEUS 400/60 - 300 CV";41886;120070096;;241818;0.4505;103690;;150350.5;169990;147239.8;135833.9;138944.6;143092.2;;;;;
B3_MS;B;PESADA;;PESADA;GAPCR 12X32” 340 MM DMO CONT REM 11L15 - 125 CV - TATU;50744;102060433;;110281;0.4505;47292;;68573.4;;67154.64;61952.520000000004;63371.28;65262.96;;;;;
B3_MS;B;PESADA;;PESADA;"GAPCR 14X32"" 340 MM DMO CONT REM 11L15 - 150 CV - TATU";35768;102060444;;117567;0.4505;50417;;72990;78990;70900;65900;66900;68900;;;;;PRECO_MANUAL
B3_MS;B;PESADA;;PESADA;"GAPCR 14X34"" 340 MM DMO CONT REM 11L15 - 160 CV - TATU";51202;102060443;;120453;0.4505;51650;;74892.5;77888.2;73343;67661.5;69211;71277;;;;;
B3_MS;B;PESADA;;PESADA;GAPCR 16X32” 340 MM DMO CONT REM 11L15 - 180 CV - TATU;35772;102060458;;128928;0.4505;55288;;79990;85990;77900;71900;73900;75900;;;;;PRECO_MANUAL
B3_MS;B;PESADA;;PESADA;"GAPCR 16X34"" 340 MM DMO CONT REM 11L15 - 190 CV - TATU";50775;102060452;;131955;0.4505;56586;;81990;85269.6;79900;73900;74900;77500;;;;;
B3_MS;B;PESADA;;PESADA;SGAC 16X34” 360 MM DM CONT REM PN 11L15 - 200 CV - CIVEMASA;50288;120150033;;142893;0.4505;61270;;88590;92133.6;86900;79900;81900;83900;;;;;
B3_MS;B;PESADA;;PESADA;"GAPCR 18X34"" 340 MM DMO CONT REM  ROD DUPLO - 200 - TATU";52479;102060469;;148151;0.4505;63532;;91900;;89900;81900;84900;87900;;;;;PRECO_MANUAL
B3_MS;B;PESADA;;PESADA;SGAC 18X34” 360 MM DM 11L15 – 220 CV - CIVEMASA;36103;120150041;SALDÃO;150055;0.4505;64560;;87990;91509.6;90900;83900;85900;88900;;;;;
B3_MS;B;PESADA;;PESADA;GAPCR 18X34” 360 MM DMO  11L15 – 220 CV - TATU;49067;102060616;SALDÃO;156768;0.4505;67220;;87990;91509.6;94900;87500;89500;92900;;;;;
B3_MS;B;PESADA;;PESADA;"GAPM 20X32"" 340 MM DMO ARRASTO C/ PISTÃO - 190 CV";53417;102050233;LQ FN;118454;0.4505;50790;;69990;;0;0;0;0;;;;;PRECO_MANUAL
B3_MS;B;PESADA;;PESADA;GAPCR 20X34” 340 MM DMO - ROD DUPLA – 230  CV  - TATU;49633;102060412;;185277;0.4505;79453;;114990;119589.6;111900;102900;104900;107900;;;;;
B3_MS;B;PESADA;;PESADA;GVMF 20X34” 360 MM CH TRIPLO DM PN 400/60 - 250 CV - CIVEMASA;39947;120040052;;210396;0.4505;90225;;130826.25;137990;128119.5;118194.75;120901.5;124510.5;;;;;
B3_MS;B;PESADA;;PESADA;"GVMF 22X34"" 360 MM CH TRIPLO DM PN 400/60 - 270 CV   (MATÃO)";39961;120040051;LQ REFA;215955;;92600;;134270;;131492;121306;124084;127788;;;;;
B3_MS;B;PESADA;;PESADA;"GAPCR 24X34”X9,00 MM 340 MM DMO - ROD DUPLO - 260 CV - TATU";49101;102060400;;196301;0.4505;84180;;122061;135900;119535.6;110275.8;112801.2;116168.4;;;;;
B3_MS;B;PESADA;;PESADA;"GAPCR 28X34""X9,00 MM 340 MM DMO - ROD DUPLO - 290 CV - TATU";53321;102060464;;213356;;91494;;132666.3;;129921.48;119857.14;122601.96;126261.72;;;;;
B3_MS;B;PESADA;;PESADA;"GAPCR 28X34""X9,00 MM 340 MM DMO - PN 400/60 - 290 CV - TATU";53580;102060611;LQ REFA;246862;0.4505;105850;;139900;;149900;138663.5;141839;146073;;;;;
B3_MS;B;PESADA;;PESADA;"GVMF 28X34”X9,00 MM  360 MM DM CH TRIPLO - 400/60  – CIVEMASA";40224;120040050;;246909;0.4505;105860;;153497;159990;150321.2;138676.6;141852.4;146086.8;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 12X36""X12,00 440 MM DMO PN 900X20 - 200 CV";44714;102090590;;175791;0.4505;75385;;108990;159990;106900;98500;100900;103900;;;;;PRECO_MANUAL
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 14X36”X12,00 440 MM DMO PN 900X20 - 225 CV";44680;102090594;;185996;0.4505;79760;;114990;119589.6;112900;103900;105900;109900;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 16X36”X12,00 440 MM DMO PN 900X20 - 250 CV";43632;102090581;;212401;0.4505;91083;;131990;145400;128900;118900;121900;124900;;;;;PRECO_MANUAL
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 18X36""X12,00 440 MM DMO PN 900X20 - 270 CV";44677;102090554;;221141;0.4505;94832;;136990;151990;133900;123900;126500;129900;;;;;PRECO_MANUAL
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 20X36""X12,00 440 MM DMO PN 900X20 - 290 CV";49068;102090560;;230232;0.4505;98730;;142990;148709.6;139900;128900;131900;135900;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GASPCR TATU 22X36""X12,00 440 MM DMO PN 900X20 - 320 CV";39012;102090575;SD AND;238902;0.4505;102449;;147990;153909.6;140500;133900;136900;140900;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GVPF 22X36""X12,00 MM DMO 450 MM 4 PN 750X16 - 320";42753;120020136;;276199;0.4505;118420;;171709;178577.36000000002;168156.4;155130.2;158682.8;163419.6;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GVPF 22X38""X12,00 MM DMO 450 MM PN 400/60 - 330 CV";53003;120020253;;278179;0.4505;119292;;172973.4;;169394.64;156272.52;159851.28;164622.96;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GVPF 24X36""X12 MM 450 DMO MM PN 900X20"" - 370 CV";50942;120020227;;319832;0.4505;137130;;198838.5;222990;194724.6;179640.3;183754.2;189239.4;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GVPF 26X36""X12 MM 450 DMO MM PN 900X20"" 400 CV";50943;120020232;;325121;0.4505;139400;;202130;229990;197948;182614;186796;192372;;;;;
B3_MS;B;SUPER PESADA;;SUPER PESADA;"GVPF 26X38""X12 MM 450 DMO MM PN ALTA FLUT 400";51216;120020237;;348345;0.4505;149360;;216572;225234.88;212091.2;195661.6;200142.4;206116.8;;;;;
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 12X42”X12,00 DMO 2.3/4"" 507 MM - 290 CV";51354;121510219;;270149;0.4505;115850;;167990;174709.6;164900;151900;155900;159900;;;;;
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"TATU  GASPCR EHD 14X42""X12,00 DMO 2.3/4""";44595;102090383;LQ REFA;271995;0.4505;116650;;168990;186200;158000;150900;154900;158900;;;;;PRECO_MANUAL
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 14X42""X12,00 DMO 2.3/4";44595;121510223;LQ REFA;271995;0.4505;116650;;169990;;159000;151900;155900;159900;;;;;PRECO_MANUAL
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 16X42”X12,00 DMO 2.3/4""";44576;121510249;;362302;0.4505;155350;;225257.5;218400;220597;203508.5;208169;214383;;;;;
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 18X42""X12,00 DMO 2.3/4"" 507 MM - 450 CV";44371;121510263;;373568;0.4505;160170;;232246.5;232990;227441.4;209822.7;214627.8;221034.6;;;;;
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 20X42""X12,00 DMO 2.3/4"" 507 MM - 500 CV";44680;121510260;;382254;0.4505;163900;;237655;;232738;214709;219626;226182;;;;;
B3_MS;B;EXTRA PESADA;;EXTRA PESADA;"CIVEMASA GASPCRC EHD 22X42”X12,00 DMO 2.3/4"" 507 MM - 500 CV";49595;121510255;;409542;0.4505;175600;;254620;249990;249352;230036;235304;242328;;;;;
B3_MS;B;PLANTADEIRA;;PLANTADEIRA;PST TRIO FLEX 17X45 TITANIUM (DA PARA FAZER 15X50) 11/2025;49601;111260594;LQ REFA;398615;0.4505;929827;449000;0;249990;0;0;0;0;;;;;PRECO_MANUAL
B3_MS;B;PLANTADEIRA;;PLANTADEIRA;ULTRAFLEX 15X500 DC20+CSU+MH+CI+SPCRR+SIG           *LIQUIDAÇÃO*;49045;111181026;;668776;0.4505;0;;349990;375990;;1;;;;;;;PRECO_MANUAL
B3_MS;B;PLANTADEIRA;;PLANTADEIRA;PST TRIO 15X500 TITANIUM COMPLETA S/ PM 400     *DEMONSTRAÇÃO*;49640;111260569;;844256;0.4505;384000;;;;499200;;;;;;;;
